"ID","IDDIST","NOMBDEP","NOMBPROV","NOMBDIST","NOM_CAPITAL_LEGAL","COD_REG_NAT","REGION_NATURAL"
"1582","010204","AMAZONAS","BAGUA","EL PARCO",NULL,NULL,NULL
"1583","010205","AMAZONAS","BAGUA","IMAZA",NULL,NULL,NULL
"1584","010206","AMAZONAS","BAGUA","LA PECA",NULL,NULL,NULL
"1585","010301","AMAZONAS","BONGARA","JUMBILLA",NULL,NULL,NULL
"1586","010302","AMAZONAS","BONGARA","CHISQUILLA",NULL,NULL,NULL
"1587","010303","AMAZONAS","BONGARA","CHURUJA",NULL,NULL,NULL
"1588","010304","AMAZONAS","BONGARA","COROSHA",NULL,NULL,NULL
"1589","010305","AMAZONAS","BONGARA","CUISPES",NULL,NULL,NULL
"1590","010306","AMAZONAS","BONGARA","FLORIDA",NULL,NULL,NULL
"1591","010307","AMAZONAS","BONGARA","JAZAN",NULL,NULL,NULL
"1592","010308","AMAZONAS","BONGARA","RECTA",NULL,NULL,NULL
"1593","010309","AMAZONAS","BONGARA","SAN CARLOS",NULL,NULL,NULL
"1594","010310","AMAZONAS","BONGARA","SHIPASBAMBA",NULL,NULL,NULL
"1595","010311","AMAZONAS","BONGARA","VALERA",NULL,NULL,NULL
"1596","010312","AMAZONAS","BONGARA","YAMBRASBAMBA",NULL,NULL,NULL
"1597","010401","AMAZONAS","CONDORCANQUI","NIEVA",NULL,NULL,NULL
"1598","010402","AMAZONAS","CONDORCANQUI","EL CENEPA",NULL,NULL,NULL
"1599","010403","AMAZONAS","CONDORCANQUI","RIO SANTIAGO",NULL,NULL,NULL
"1600","010501","AMAZONAS","LUYA","LAMUD",NULL,NULL,NULL
"1601","010502","AMAZONAS","LUYA","CAMPORREDONDO",NULL,NULL,NULL
"1602","010503","AMAZONAS","LUYA","COCABAMBA",NULL,NULL,NULL
"1603","010504","AMAZONAS","LUYA","COLCAMAR",NULL,NULL,NULL
"1604","010505","AMAZONAS","LUYA","CONILA",NULL,NULL,NULL
"1605","010506","AMAZONAS","LUYA","INGUILPATA",NULL,NULL,NULL
"1606","010507","AMAZONAS","LUYA","LONGUITA",NULL,NULL,NULL
"1607","010508","AMAZONAS","LUYA","LONYA CHICO",NULL,NULL,NULL
"1608","010509","AMAZONAS","LUYA","LUYA",NULL,NULL,NULL
"1609","010510","AMAZONAS","LUYA","LUYA VIEJO",NULL,NULL,NULL
"1610","010511","AMAZONAS","LUYA","MARIA",NULL,NULL,NULL
"1611","010512","AMAZONAS","LUYA","OCALLI",NULL,NULL,NULL
"1612","010513","AMAZONAS","LUYA","OCUMAL",NULL,NULL,NULL
"1613","010514","AMAZONAS","LUYA","PISUQUIA",NULL,NULL,NULL
"1614","010515","AMAZONAS","LUYA","PROVIDENCIA",NULL,NULL,NULL
"1615","010516","AMAZONAS","LUYA","SAN CRISTOBAL",NULL,NULL,NULL
"1616","010517","AMAZONAS","LUYA","SAN FRANCISCO DEL YESO",NULL,NULL,NULL
"1617","010518","AMAZONAS","LUYA","SAN JERONIMO",NULL,NULL,NULL
"1618","010519","AMAZONAS","LUYA","SAN JUAN DE LOPECANCHA",NULL,NULL,NULL
"1619","010520","AMAZONAS","LUYA","SANTA CATALINA",NULL,NULL,NULL
"1620","010521","AMAZONAS","LUYA","SANTO TOMAS",NULL,NULL,NULL
"1621","010522","AMAZONAS","LUYA","TINGO",NULL,NULL,NULL
"1622","010523","AMAZONAS","LUYA","TRITA",NULL,NULL,NULL
"1623","010601","AMAZONAS","RODRIGUEZ DE MENDOZA","SAN NICOLAS",NULL,NULL,NULL
"1624","010602","AMAZONAS","RODRIGUEZ DE MENDOZA","CHIRIMOTO",NULL,NULL,NULL
"1625","010603","AMAZONAS","RODRIGUEZ DE MENDOZA","COCHAMAL",NULL,NULL,NULL
"1626","010604","AMAZONAS","RODRIGUEZ DE MENDOZA","HUAMBO",NULL,NULL,NULL
"1627","010605","AMAZONAS","RODRIGUEZ DE MENDOZA","LIMABAMBA",NULL,NULL,NULL
"1628","010606","AMAZONAS","RODRIGUEZ DE MENDOZA","LONGAR",NULL,NULL,NULL
"1629","010607","AMAZONAS","RODRIGUEZ DE MENDOZA","MARISCAL BENAVIDES",NULL,NULL,NULL
"1630","010608","AMAZONAS","RODRIGUEZ DE MENDOZA","MILPUC",NULL,NULL,NULL
"1631","010609","AMAZONAS","RODRIGUEZ DE MENDOZA","OMIA",NULL,NULL,NULL
"1632","010610","AMAZONAS","RODRIGUEZ DE MENDOZA","SANTA ROSA",NULL,NULL,NULL
"1633","010611","AMAZONAS","RODRIGUEZ DE MENDOZA","TOTORA",NULL,NULL,NULL
"1634","010612","AMAZONAS","RODRIGUEZ DE MENDOZA","VISTA ALEGRE",NULL,NULL,NULL
"1635","010701","AMAZONAS","UTCUBAMBA","BAGUA GRANDE",NULL,NULL,NULL
"1636","010702","AMAZONAS","UTCUBAMBA","CAJARURO",NULL,NULL,NULL
"1637","010703","AMAZONAS","UTCUBAMBA","CUMBA",NULL,NULL,NULL
"1638","010704","AMAZONAS","UTCUBAMBA","EL MILAGRO",NULL,NULL,NULL
"1639","010705","AMAZONAS","UTCUBAMBA","JAMALCA",NULL,NULL,NULL
"1640","010706","AMAZONAS","UTCUBAMBA","LONYA GRANDE",NULL,NULL,NULL
"1641","010707","AMAZONAS","UTCUBAMBA","YAMON",NULL,NULL,NULL
"1642","020101","ANCASH","HUARAZ","HUARAZ",NULL,NULL,NULL
"1643","020102","ANCASH","HUARAZ","COCHABAMBA",NULL,NULL,NULL
"1644","020103","ANCASH","HUARAZ","COLCABAMBA",NULL,NULL,NULL
"1645","020104","ANCASH","HUARAZ","HUANCHAY",NULL,NULL,NULL
"1646","020105","ANCASH","HUARAZ","INDEPENDENCIA",NULL,NULL,NULL
"1647","020106","ANCASH","HUARAZ","JANGAS",NULL,NULL,NULL
"1648","020107","ANCASH","HUARAZ","LA LIBERTAD",NULL,NULL,NULL
"1649","020108","ANCASH","HUARAZ","OLLEROS",NULL,NULL,NULL
"1650","020109","ANCASH","HUARAZ","PAMPAS GRANDE",NULL,NULL,NULL
"1651","020110","ANCASH","HUARAZ","PARIACOTO",NULL,NULL,NULL
"1652","020111","ANCASH","HUARAZ","PIRA",NULL,NULL,NULL
"1653","020112","ANCASH","HUARAZ","TARICA",NULL,NULL,NULL
"1654","020201","ANCASH","AIJA","AIJA",NULL,NULL,NULL
"1655","020202","ANCASH","AIJA","CORIS",NULL,NULL,NULL
"1656","020203","ANCASH","AIJA","HUACLLAN",NULL,NULL,NULL
"1657","020204","ANCASH","AIJA","LA MERCED",NULL,NULL,NULL
"1658","020205","ANCASH","AIJA","SUCCHA",NULL,NULL,NULL
"1659","020301","ANCASH","ANTONIO RAYMONDI","LLAMELLIN",NULL,NULL,NULL
"1660","020302","ANCASH","ANTONIO RAYMONDI","ACZO",NULL,NULL,NULL
"1661","020303","ANCASH","ANTONIO RAYMONDI","CHACCHO",NULL,NULL,NULL
"1662","020304","ANCASH","ANTONIO RAYMONDI","CHINGAS",NULL,NULL,NULL
"1663","020305","ANCASH","ANTONIO RAYMONDI","MIRGAS",NULL,NULL,NULL
"1664","020306","ANCASH","ANTONIO RAYMONDI","SAN JUAN DE RONTOY",NULL,NULL,NULL
"1665","020401","ANCASH","ASUNCION","CHACAS",NULL,NULL,NULL
"1666","020402","ANCASH","ASUNCION","ACOCHACA",NULL,NULL,NULL
"1667","020501","ANCASH","BOLOGNESI","CHIQUIAN",NULL,NULL,NULL
"1668","020502","ANCASH","BOLOGNESI","ABELARDO PARDO LEZAMETA",NULL,NULL,NULL
"1669","020503","ANCASH","BOLOGNESI","ANTONIO RAYMONDI",NULL,NULL,NULL
"1670","020504","ANCASH","BOLOGNESI","AQUIA",NULL,NULL,NULL
"1671","020505","ANCASH","BOLOGNESI","CAJACAY",NULL,NULL,NULL
"1672","020506","ANCASH","BOLOGNESI","CANIS",NULL,NULL,NULL
"1673","020507","ANCASH","BOLOGNESI","COLQUIOC",NULL,NULL,NULL
"1674","020508","ANCASH","BOLOGNESI","HUALLANCA",NULL,NULL,NULL
"1675","020509","ANCASH","BOLOGNESI","HUASTA",NULL,NULL,NULL
"1676","020510","ANCASH","BOLOGNESI","HUAYLLACAYAN",NULL,NULL,NULL
"1677","020511","ANCASH","BOLOGNESI","LA PRIMAVERA",NULL,NULL,NULL
"1678","020512","ANCASH","BOLOGNESI","MANGAS",NULL,NULL,NULL
"1679","020513","ANCASH","BOLOGNESI","PACLLON",NULL,NULL,NULL
"1680","020514","ANCASH","BOLOGNESI","SAN MIGUEL DE CORPANQUI",NULL,NULL,NULL
"1681","020515","ANCASH","BOLOGNESI","TICLLOS",NULL,NULL,NULL
"1682","020601","ANCASH","CARHUAZ","CARHUAZ",NULL,NULL,NULL
"1683","020602","ANCASH","CARHUAZ","ACOPAMPA",NULL,NULL,NULL
"1684","020603","ANCASH","CARHUAZ","AMASHCA",NULL,NULL,NULL
"1685","020604","ANCASH","CARHUAZ","ANTA",NULL,NULL,NULL
"1686","020605","ANCASH","CARHUAZ","ATAQUERO",NULL,NULL,NULL
"1687","020606","ANCASH","CARHUAZ","MARCARA",NULL,NULL,NULL
"1688","020607","ANCASH","CARHUAZ","PARIAHUANCA",NULL,NULL,NULL
"1689","020608","ANCASH","CARHUAZ","SAN MIGUEL DE ACO",NULL,NULL,NULL
"1690","020609","ANCASH","CARHUAZ","SHILLA",NULL,NULL,NULL
"1691","020610","ANCASH","CARHUAZ","TINCO",NULL,NULL,NULL
"1692","020611","ANCASH","CARHUAZ","YUNGAR",NULL,NULL,NULL
"1693","020701","ANCASH","CARLOS FERMIN FITZCARRALD","SAN LUIS",NULL,NULL,NULL
"1694","020702","ANCASH","CARLOS FERMIN FITZCARRALD","SAN NICOLAS",NULL,NULL,NULL
"1695","020703","ANCASH","CARLOS FERMIN FITZCARRALD","YAUYA",NULL,NULL,NULL
"1696","020801","ANCASH","CASMA","CASMA",NULL,NULL,NULL
"1697","020802","ANCASH","CASMA","BUENA VISTA ALTA",NULL,NULL,NULL
"1698","020803","ANCASH","CASMA","COMANDANTE NOEL",NULL,NULL,NULL
"1699","020804","ANCASH","CASMA","YAUTAN",NULL,NULL,NULL
"1700","020901","ANCASH","CORONGO","CORONGO",NULL,NULL,NULL
"1701","020902","ANCASH","CORONGO","ACO",NULL,NULL,NULL
"1702","020903","ANCASH","CORONGO","BAMBAS",NULL,NULL,NULL
"1703","020904","ANCASH","CORONGO","CUSCA",NULL,NULL,NULL
"1704","020905","ANCASH","CORONGO","LA PAMPA",NULL,NULL,NULL
"1705","020906","ANCASH","CORONGO","YANAC",NULL,NULL,NULL
"1706","020907","ANCASH","CORONGO","YUPAN",NULL,NULL,NULL
"1707","021001","ANCASH","HUARI","HUARI",NULL,NULL,NULL
"1708","021002","ANCASH","HUARI","ANRA",NULL,NULL,NULL
"1709","021003","ANCASH","HUARI","CAJAY",NULL,NULL,NULL
"1710","021004","ANCASH","HUARI","CHAVIN DE HUANTAR",NULL,NULL,NULL
"1711","021005","ANCASH","HUARI","HUACACHI",NULL,NULL,NULL
"1712","021006","ANCASH","HUARI","HUACCHIS",NULL,NULL,NULL
"1713","021007","ANCASH","HUARI","HUACHIS",NULL,NULL,NULL
"1714","021008","ANCASH","HUARI","HUANTAR",NULL,NULL,NULL
"1715","021009","ANCASH","HUARI","MASIN",NULL,NULL,NULL
"1716","021010","ANCASH","HUARI","PAUCAS",NULL,NULL,NULL
"1717","021011","ANCASH","HUARI","PONTO",NULL,NULL,NULL
"1718","021012","ANCASH","HUARI","RAHUAPAMPA",NULL,NULL,NULL
"1719","021013","ANCASH","HUARI","RAPAYAN",NULL,NULL,NULL
"1720","021014","ANCASH","HUARI","SAN MARCOS",NULL,NULL,NULL
"1721","021015","ANCASH","HUARI","SAN PEDRO DE CHANA",NULL,NULL,NULL
"1722","021016","ANCASH","HUARI","UCO",NULL,NULL,NULL
"1723","021101","ANCASH","HUARMEY","HUARMEY",NULL,NULL,NULL
"1724","021102","ANCASH","HUARMEY","COCHAPETI",NULL,NULL,NULL
"1725","021103","ANCASH","HUARMEY","CULEBRAS",NULL,NULL,NULL
"1726","021104","ANCASH","HUARMEY","HUAYAN",NULL,NULL,NULL
"1727","021105","ANCASH","HUARMEY","MALVAS",NULL,NULL,NULL
"1728","021201","ANCASH","HUAYLAS","CARAZ",NULL,NULL,NULL
"1729","021202","ANCASH","HUAYLAS","HUALLANCA",NULL,NULL,NULL
"1730","021203","ANCASH","HUAYLAS","HUATA",NULL,NULL,NULL
"1731","021204","ANCASH","HUAYLAS","HUAYLAS",NULL,NULL,NULL
"1732","021205","ANCASH","HUAYLAS","MATO",NULL,NULL,NULL
"1733","021206","ANCASH","HUAYLAS","PAMPAROMAS",NULL,NULL,NULL
"1734","021207","ANCASH","HUAYLAS","PUEBLO LIBRE",NULL,NULL,NULL
"1735","021208","ANCASH","HUAYLAS","SANTA CRUZ",NULL,NULL,NULL
"1736","021209","ANCASH","HUAYLAS","SANTO TORIBIO",NULL,NULL,NULL
"1737","021210","ANCASH","HUAYLAS","YURACMARCA",NULL,NULL,NULL
"1738","021301","ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA",NULL,NULL,NULL
"1739","021302","ANCASH","MARISCAL LUZURIAGA","CASCA",NULL,NULL,NULL
"1740","021303","ANCASH","MARISCAL LUZURIAGA","ELEAZAR GUZMAN BARRON",NULL,NULL,NULL
"1741","021304","ANCASH","MARISCAL LUZURIAGA","FIDEL OLIVAS ESCUDERO",NULL,NULL,NULL
"1742","021305","ANCASH","MARISCAL LUZURIAGA","LLAMA",NULL,NULL,NULL
"1743","021306","ANCASH","MARISCAL LUZURIAGA","LLUMPA",NULL,NULL,NULL
"1744","021307","ANCASH","MARISCAL LUZURIAGA","LUCMA",NULL,NULL,NULL
"1745","021308","ANCASH","MARISCAL LUZURIAGA","MUSGA",NULL,NULL,NULL
"1746","021401","ANCASH","OCROS","OCROS",NULL,NULL,NULL
"1747","021402","ANCASH","OCROS","ACAS",NULL,NULL,NULL
"1748","021403","ANCASH","OCROS","CAJAMARQUILLA",NULL,NULL,NULL
"1749","021404","ANCASH","OCROS","CARHUAPAMPA",NULL,NULL,NULL
"1750","021405","ANCASH","OCROS","COCHAS",NULL,NULL,NULL
"1751","021406","ANCASH","OCROS","CONGAS",NULL,NULL,NULL
"1752","021407","ANCASH","OCROS","LLIPA",NULL,NULL,NULL
"1753","021408","ANCASH","OCROS","SAN CRISTOBAL DE RAJAN",NULL,NULL,NULL
"1754","021409","ANCASH","OCROS","SAN PEDRO",NULL,NULL,NULL
"1755","021410","ANCASH","OCROS","SANTIAGO DE CHILCAS",NULL,NULL,NULL
"1756","021501","ANCASH","PALLASCA","CABANA",NULL,NULL,NULL
"1757","021502","ANCASH","PALLASCA","BOLOGNESI",NULL,NULL,NULL
"1758","021503","ANCASH","PALLASCA","CONCHUCOS",NULL,NULL,NULL
"1759","021504","ANCASH","PALLASCA","HUACASCHUQUE",NULL,NULL,NULL
"1760","021505","ANCASH","PALLASCA","HUANDOVAL",NULL,NULL,NULL
"1761","021506","ANCASH","PALLASCA","LACABAMBA",NULL,NULL,NULL
"1762","021507","ANCASH","PALLASCA","LLAPO",NULL,NULL,NULL
"1763","021508","ANCASH","PALLASCA","PALLASCA",NULL,NULL,NULL
"1764","021509","ANCASH","PALLASCA","PAMPAS",NULL,NULL,NULL
"1765","021510","ANCASH","PALLASCA","SANTA ROSA",NULL,NULL,NULL
"1766","021511","ANCASH","PALLASCA","TAUCA",NULL,NULL,NULL
"1767","021601","ANCASH","POMABAMBA","POMABAMBA",NULL,NULL,NULL
"1768","021602","ANCASH","POMABAMBA","HUAYLLAN",NULL,NULL,NULL
"1769","021603","ANCASH","POMABAMBA","PAROBAMBA",NULL,NULL,NULL
"1770","021604","ANCASH","POMABAMBA","QUINUABAMBA",NULL,NULL,NULL
"1771","021701","ANCASH","RECUAY","RECUAY",NULL,NULL,NULL
"1772","021702","ANCASH","RECUAY","CATAC",NULL,NULL,NULL
"1773","021703","ANCASH","RECUAY","COTAPARACO",NULL,NULL,NULL
"1774","021704","ANCASH","RECUAY","HUAYLLAPAMPA",NULL,NULL,NULL
"1775","021705","ANCASH","RECUAY","LLACLLIN",NULL,NULL,NULL
"1776","021706","ANCASH","RECUAY","MARCA",NULL,NULL,NULL
"1777","021707","ANCASH","RECUAY","PAMPAS CHICO",NULL,NULL,NULL
"1778","021708","ANCASH","RECUAY","PARARIN",NULL,NULL,NULL
"1779","021709","ANCASH","RECUAY","TAPACOCHA",NULL,NULL,NULL
"1780","021710","ANCASH","RECUAY","TICAPAMPA",NULL,NULL,NULL
"1781","021801","ANCASH","SANTA","CHIMBOTE",NULL,NULL,NULL
"1782","021802","ANCASH","SANTA","CACERES DEL PERU",NULL,NULL,NULL
"1783","021803","ANCASH","SANTA","COISHCO",NULL,NULL,NULL
"1784","021804","ANCASH","SANTA","MACATE",NULL,NULL,NULL
"1785","021805","ANCASH","SANTA","MORO",NULL,NULL,NULL
"1786","021806","ANCASH","SANTA","NEPEÑA",NULL,NULL,NULL
"1787","021807","ANCASH","SANTA","SAMANCO",NULL,NULL,NULL
"1788","021808","ANCASH","SANTA","SANTA",NULL,NULL,NULL
"1789","021809","ANCASH","SANTA","NUEVO CHIMBOTE",NULL,NULL,NULL
"1790","021901","ANCASH","SIHUAS","SIHUAS",NULL,NULL,NULL
"1791","021902","ANCASH","SIHUAS","ACOBAMBA",NULL,NULL,NULL
"1792","021903","ANCASH","SIHUAS","ALFONSO UGARTE",NULL,NULL,NULL
"1793","021904","ANCASH","SIHUAS","CASHAPAMPA",NULL,NULL,NULL
"1794","021905","ANCASH","SIHUAS","CHINGALPO",NULL,NULL,NULL
"1795","021906","ANCASH","SIHUAS","HUAYLLABAMBA",NULL,NULL,NULL
"1796","021907","ANCASH","SIHUAS","QUICHES",NULL,NULL,NULL
"1797","021908","ANCASH","SIHUAS","RAGASH",NULL,NULL,NULL
"1798","021909","ANCASH","SIHUAS","SAN JUAN",NULL,NULL,NULL
"1799","021910","ANCASH","SIHUAS","SICSIBAMBA",NULL,NULL,NULL
"1800","022001","ANCASH","YUNGAY","YUNGAY",NULL,NULL,NULL
"1801","022002","ANCASH","YUNGAY","CASCAPARA",NULL,NULL,NULL
"1802","022003","ANCASH","YUNGAY","MANCOS",NULL,NULL,NULL
"1803","022004","ANCASH","YUNGAY","MATACOTO",NULL,NULL,NULL
"1804","022005","ANCASH","YUNGAY","QUILLO",NULL,NULL,NULL
"1805","022006","ANCASH","YUNGAY","RANRAHIRCA",NULL,NULL,NULL
"1806","022007","ANCASH","YUNGAY","SHUPLUY",NULL,NULL,NULL
"1807","022008","ANCASH","YUNGAY","YANAMA",NULL,NULL,NULL
"1808","030101","APURIMAC","ABANCAY","ABANCAY",NULL,NULL,NULL
"1809","030102","APURIMAC","ABANCAY","CHACOCHE",NULL,NULL,NULL
"1810","030103","APURIMAC","ABANCAY","CIRCA",NULL,NULL,NULL
"1811","030104","APURIMAC","ABANCAY","CURAHUASI",NULL,NULL,NULL
"1812","030105","APURIMAC","ABANCAY","HUANIPACA",NULL,NULL,NULL
"1813","030106","APURIMAC","ABANCAY","LAMBRAMA",NULL,NULL,NULL
"1814","030107","APURIMAC","ABANCAY","PICHIRHUA",NULL,NULL,NULL
"1815","030108","APURIMAC","ABANCAY","SAN PEDRO DE CACHORA",NULL,NULL,NULL
"1816","030109","APURIMAC","ABANCAY","TAMBURCO",NULL,NULL,NULL
"1817","030201","APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS",NULL,NULL,NULL
"1818","030202","APURIMAC","ANDAHUAYLAS","ANDARAPA",NULL,NULL,NULL
"1819","030203","APURIMAC","ANDAHUAYLAS","CHIARA",NULL,NULL,NULL
"1820","030204","APURIMAC","ANDAHUAYLAS","HUANCARAMA",NULL,NULL,NULL
"1821","030205","APURIMAC","ANDAHUAYLAS","HUANCARAY",NULL,NULL,NULL
"1822","030206","APURIMAC","ANDAHUAYLAS","HUAYANA",NULL,NULL,NULL
"1823","030207","APURIMAC","ANDAHUAYLAS","KISHUARA",NULL,NULL,NULL
"1824","030208","APURIMAC","ANDAHUAYLAS","PACOBAMBA",NULL,NULL,NULL
"1825","030209","APURIMAC","ANDAHUAYLAS","PACUCHA",NULL,NULL,NULL
"1826","030210","APURIMAC","ANDAHUAYLAS","PAMPACHIRI",NULL,NULL,NULL
"1827","030211","APURIMAC","ANDAHUAYLAS","POMACOCHA",NULL,NULL,NULL
"1828","030212","APURIMAC","ANDAHUAYLAS","SAN ANTONIO DE CACHI",NULL,NULL,NULL
"1829","030213","APURIMAC","ANDAHUAYLAS","SAN JERONIMO",NULL,NULL,NULL
"1830","030214","APURIMAC","ANDAHUAYLAS","SAN MIGUEL DE CHACCRAMPA",NULL,NULL,NULL
"1831","030215","APURIMAC","ANDAHUAYLAS","SANTA MARIA DE CHICMO",NULL,NULL,NULL
"1832","030216","APURIMAC","ANDAHUAYLAS","TALAVERA",NULL,NULL,NULL
"1833","030217","APURIMAC","ANDAHUAYLAS","TUMAY HUARACA",NULL,NULL,NULL
"1834","030218","APURIMAC","ANDAHUAYLAS","TURPO",NULL,NULL,NULL
"1835","030219","APURIMAC","ANDAHUAYLAS","KAQUIABAMBA",NULL,NULL,NULL
"1836","030220","APURIMAC","ANDAHUAYLAS","JOSE MARIA ARGUEDAS",NULL,NULL,NULL
"1837","030301","APURIMAC","ANTABAMBA","ANTABAMBA",NULL,NULL,NULL
"1838","030302","APURIMAC","ANTABAMBA","EL ORO",NULL,NULL,NULL
"1839","030303","APURIMAC","ANTABAMBA","HUAQUIRCA",NULL,NULL,NULL
"1840","030304","APURIMAC","ANTABAMBA","JUAN ESPINOZA MEDRANO",NULL,NULL,NULL
"1841","030305","APURIMAC","ANTABAMBA","OROPESA",NULL,NULL,NULL
"1842","030306","APURIMAC","ANTABAMBA","PACHACONAS",NULL,NULL,NULL
"1843","030307","APURIMAC","ANTABAMBA","SABAINO",NULL,NULL,NULL
"1844","030401","APURIMAC","AYMARAES","CHALHUANCA",NULL,NULL,NULL
"1845","030402","APURIMAC","AYMARAES","CAPAYA",NULL,NULL,NULL
"1846","030403","APURIMAC","AYMARAES","CARAYBAMBA",NULL,NULL,NULL
"1847","030404","APURIMAC","AYMARAES","CHAPIMARCA",NULL,NULL,NULL
"1848","030405","APURIMAC","AYMARAES","COLCABAMBA",NULL,NULL,NULL
"1849","030406","APURIMAC","AYMARAES","COTARUSE",NULL,NULL,NULL
"1850","030407","APURIMAC","AYMARAES","IHUAYLLO",NULL,NULL,NULL
"1851","030408","APURIMAC","AYMARAES","JUSTO APU SAHUARAURA",NULL,NULL,NULL
"1852","030409","APURIMAC","AYMARAES","LUCRE",NULL,NULL,NULL
"1853","030410","APURIMAC","AYMARAES","POCOHUANCA",NULL,NULL,NULL
"1854","030411","APURIMAC","AYMARAES","SAN JUAN DE CHACÑA",NULL,NULL,NULL
"1855","030412","APURIMAC","AYMARAES","SAÑAYCA",NULL,NULL,NULL
"1856","030413","APURIMAC","AYMARAES","SORAYA",NULL,NULL,NULL
"1857","030414","APURIMAC","AYMARAES","TAPAIRIHUA",NULL,NULL,NULL
"1858","030415","APURIMAC","AYMARAES","TINTAY",NULL,NULL,NULL
"1859","030416","APURIMAC","AYMARAES","TORAYA",NULL,NULL,NULL
"1860","030417","APURIMAC","AYMARAES","YANACA",NULL,NULL,NULL
"1861","030501","APURIMAC","COTABAMBAS","TAMBOBAMBA",NULL,NULL,NULL
"1862","030502","APURIMAC","COTABAMBAS","COTABAMBAS",NULL,NULL,NULL
"1863","030503","APURIMAC","COTABAMBAS","COYLLURQUI",NULL,NULL,NULL
"1864","030504","APURIMAC","COTABAMBAS","HAQUIRA",NULL,NULL,NULL
"1865","030505","APURIMAC","COTABAMBAS","MARA",NULL,NULL,NULL
"1866","030506","APURIMAC","COTABAMBAS","CHALLHUAHUACHO",NULL,NULL,NULL
"1867","030601","APURIMAC","CHINCHEROS","CHINCHEROS",NULL,NULL,NULL
"1868","030602","APURIMAC","CHINCHEROS","ANCO_HUALLO",NULL,NULL,NULL
"1869","030603","APURIMAC","CHINCHEROS","COCHARCAS",NULL,NULL,NULL
"1870","030604","APURIMAC","CHINCHEROS","HUACCANA",NULL,NULL,NULL
"1871","030605","APURIMAC","CHINCHEROS","OCOBAMBA",NULL,NULL,NULL
"1872","030606","APURIMAC","CHINCHEROS","ONGOY",NULL,NULL,NULL
"1873","030607","APURIMAC","CHINCHEROS","URANMARCA",NULL,NULL,NULL
"1874","030608","APURIMAC","CHINCHEROS","RANRACANCHA",NULL,NULL,NULL
"1875","030609","APURIMAC","CHINCHEROS","ROCCHACC",NULL,NULL,NULL
"1876","030610","APURIMAC","CHINCHEROS","EL PORVENIR",NULL,NULL,NULL
"1877","030611","APURIMAC","CHINCHEROS","LOS CHANKAS",NULL,NULL,NULL
"1878","030612","APURIMAC","CHINCHEROS","AHUAYRO",NULL,NULL,NULL
"1879","030701","APURIMAC","GRAU","CHUQUIBAMBILLA",NULL,NULL,NULL
"1880","030702","APURIMAC","GRAU","CURPAHUASI",NULL,NULL,NULL
"1881","030703","APURIMAC","GRAU","GAMARRA",NULL,NULL,NULL
"1882","030704","APURIMAC","GRAU","HUAYLLATI",NULL,NULL,NULL
"1883","030705","APURIMAC","GRAU","MAMARA",NULL,NULL,NULL
"1884","030706","APURIMAC","GRAU","MICAELA BASTIDAS",NULL,NULL,NULL
"1885","030707","APURIMAC","GRAU","PATAYPAMPA",NULL,NULL,NULL
"1886","030708","APURIMAC","GRAU","PROGRESO",NULL,NULL,NULL
"1887","030709","APURIMAC","GRAU","SAN ANTONIO",NULL,NULL,NULL
"1888","030710","APURIMAC","GRAU","SANTA ROSA",NULL,NULL,NULL
"1889","030711","APURIMAC","GRAU","TURPAY",NULL,NULL,NULL
"1890","030712","APURIMAC","GRAU","VILCABAMBA",NULL,NULL,NULL
"1891","030713","APURIMAC","GRAU","VIRUNDO",NULL,NULL,NULL
"1892","030714","APURIMAC","GRAU","CURASCO",NULL,NULL,NULL
"1893","040101","AREQUIPA","AREQUIPA","AREQUIPA",NULL,NULL,NULL
"1894","040102","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",NULL,NULL,NULL
"1895","040103","AREQUIPA","AREQUIPA","CAYMA",NULL,NULL,NULL
"1896","040104","AREQUIPA","AREQUIPA","CERRO COLORADO",NULL,NULL,NULL
"1897","040105","AREQUIPA","AREQUIPA","CHARACATO",NULL,NULL,NULL
"1898","040106","AREQUIPA","AREQUIPA","CHIGUATA",NULL,NULL,NULL
"1899","040107","AREQUIPA","AREQUIPA","JACOBO HUNTER",NULL,NULL,NULL
"1900","040108","AREQUIPA","AREQUIPA","LA JOYA",NULL,NULL,NULL
"1901","040109","AREQUIPA","AREQUIPA","MARIANO MELGAR",NULL,NULL,NULL
"1902","040110","AREQUIPA","AREQUIPA","MIRAFLORES",NULL,NULL,NULL
"1903","040111","AREQUIPA","AREQUIPA","MOLLEBAYA",NULL,NULL,NULL
"1904","040112","AREQUIPA","AREQUIPA","PAUCARPATA",NULL,NULL,NULL
"1905","040113","AREQUIPA","AREQUIPA","POCSI",NULL,NULL,NULL
"1906","040114","AREQUIPA","AREQUIPA","POLOBAYA",NULL,NULL,NULL
"1907","040115","AREQUIPA","AREQUIPA","QUEQUEÑA",NULL,NULL,NULL
"1908","040116","AREQUIPA","AREQUIPA","SABANDIA",NULL,NULL,NULL
"1909","040117","AREQUIPA","AREQUIPA","SACHACA",NULL,NULL,NULL
"1910","040118","AREQUIPA","AREQUIPA","SAN JUAN DE SIGUAS",NULL,NULL,NULL
